Platform,Model,Manufacturer,ModelName
Android,"Kingcomm C500",Kingcomm,C500
Android,"Kingcomm E550",Kingcomm,E550
Android,"KINGKONG 5 Pro",Cubot,"KINGKONG 5 Pro"
Android,"KINGKONG MINI2",Cubot,"KINGKONG MINI2"
Android,KINGKONG_MINI,Cubot,KINGKONG_MINI
Android,KingPad_K10,Vastking,KingPad_K10
Android,KingPad_K10Pro,Vastking,KingPad_K10Pro
Android,KingPad_K10_EEA,Vastking,KingPad_K10_EEA
Android,KingPad_SA10,Vastking,KingPad_SA10
Android,KingPad_SA10_EEA,Vastking,KingPad_SA10_EEA
Android,KingPad_SA8,Vastking,KingPad_SA8
Android,KingPad_SA8_EEA,Vastking,KindPad_SA8_EEA
Android,KING_KONG_3,Cubot,KING_KONG_3
Android,KINZO_ichi_A5_QL,Azumi,"KINZO ICHI A5 QL"
Android,Kiona,Mobiwire,Kiona
Android,"KIREI A5Q PLUS",Americamovil,"KIREI A5Q PLUS"
Android,KIS,ZTE,KIS
Android,"KIS C341",ZTE,T221
Android,"KIS II Max",ZTE,V815W
Android,"KIS PLUS",ZTE,"KIS PLUS"
Android,"Kis T3",ZTE,"Kis T3"
Android,Kishi-001,WILLKOTECH,Kishi-001
Android,KITE,Wiko,KITE
Android,"KIVI 2K Android TV",Kivi,
Android,"KIVI 4K Android TV",Kivi,
Android,KIW-AL10,Huawei,荣耀5X
Android,KIW-AL20,Huawei,荣耀5X
Android,KIW-CL00,Huawei,荣耀5X
Android,KIW-L21,Huawei,"Honor 5X"
Android,KIW-L22,Huawei,"honor 5X"
Android,KIW-L23,Huawei,"honor 5X"
Android,KIW-L24,Huawei,"honor 5X"
Android,KIW-TL00,Huawei,荣耀5X
Android,KIW-TL00H,Huawei,"Honor 5X"
Android,KIW-UL00,Huawei,荣耀5X
Android,KJ-AC02,Kanji,KJ-AC02
Android,KJ-AC05,Kanji,_AC05
Android,KJ-ALFARK,Kanji,KJ_ALFARK
Android,KJ-ARIZONA,Kanji,KJ-ARIZONA
Android,KJ-OB02,Kanji,KJ-OB02
Android,KJ-YUBI,Kanji,KJ-YUBI
Android,KJ_AC05,Kanji,KJ_AC05
Android,KJ_ALFARK,Kanji,KJ_ALFARK
Android,KJ_OB02,Kanji,KJ_OB02
Android,KJ_OB03,Kanji,KJ_OB03
Android,KJ_YUBI,Kanji,KJ_YUBI
Android,KJ_YU_BI,Kanji,KJ_YU_BI
Android,"KL I750",Klipad,KLI750
Android,KL1018,Klipad,KL1018
Android,KL1018E_EEA,Klipad,KL1018E
Android,KL1018N,Klipad,KL1018N_EEA
Android,KL1019,Klipad,KL1019_EEA
Android,KL1088,Klipad,KL1088
Android,KL300,Klipad,KL300
Android,KL3669E_EEA,Klipad,KL3669E_EEA
Android,KL3669_EEA,Klipad,KL3669_EEA
Android,KL3678E_EEA,Klipad,KL3678E_EEA
Android,KL3838,Klipad,7588AN
Android,KL3889,Klipad,KL3889
Android,KL450,Klipad,KL450
Android,KL456LD,Klipad,KL456LD
Android,KL4888,Klipad,_KL4888
Android,KL4889B,Klipad,KL4889B_EEA
Android,KL4890,Klipad,KL4890
Android,KL4891,Klipad,KL4891
Android,KL4891_A50,Klipad,KL4891_A50_EEA
Android,KL4898,Klipad,KL4898
Android,KL4898_A50,Klipad,KL4898_A50
Android,KL500,Klipad,KL500
Android,KL502,Klipad,KL502
Android,KL503,Klipad,KL503
Android,KL553_EEA,Klipad,KL553
Android,KL600B,Klipad,KL600B
Android,KL601,Klipad,KL601
Android,KL6889B,Klipad,KL6889B
Android,KL7590,Klipad,KL7590
Android,KL7591,Klipad,KL7591
Android,KL7599,Klipad,KL7599
Android,KL7809,Klipad,KL7809
Android,KL830,Klipad,KL830_EEA
Android,KL8889,Klipad,KL8889
Android,KL9878,Klipad,KL9878
Android,KL9878A_EEA,Klipad,KL9878A_EEA
Android,KL988HPC,Klipad,KL988HPC
Android,KLI747,Klipad,KLI747
Android,KLIPAD_KL600,Klipad,KL600
Android,KLIPAD_PRO_I746,Klipad,PRO_I746
Android,KLIPAD_SMART_D71,Klipad,_SMART_D71
Android,KLIPAD_SMART_D791,Klipad,SMART_D791
Android,KLIPAD_SMART_I745,Klipad,SMART_I745
Android,KLIPAD_SMART_I746,Klipad,_SMART_I746
Android,KLIPAD_SMART_KLI758,Klipad,KLI758
Android,KLIPAD_V355,Klipad,V355
Android,KLIPAD_V355B,Klipad,V355B
Android,KL_6888,Klipad,KL_6888
Android,KM-E100,"KT Tech","TAKE SUIT"
Android,KM0701_1,Kruger&Matz,"EAGLE 701"
Android,KM0702,Kruger&Matz,Eagle_702
Android,KM0804_1,Kruger&Matz,"EAGLE 804"
Android,KM0805_1,Kruger&Matz,"EAGLE 805"
Android,KM1,Mecool,KM1
Android,KM1066,Kruger&Matz,KM1066
Android,KM1067,Kruger&Matz,KM1067
Android,KM1069,Lechpol,EAGLE1069
Android,KM1070,Kruger&Matz,"EAGLE 1070"
Android,KM3,Mecool,KM3
Android,KM6,Mecool,KM6
Android,KM7012BK,KONKA,KM7012BK
Android,KM8,Mecool,KM8
Android,KM8-ATV-MF,MegaFon,KM8-ATV-MF
Android,KM9PRO,Mecool,KM9PRO
Android,KM_SH368AT,KaonMedia,KM_SH368AT
Android,"Knight 2",THL,"Knight 2"
Android,KNT-AL10,Huawei,"Honor V8"
Android,KNT-AL20,Huawei,"Honor V8"
Android,KNT-TL10,Huawei,"Honor V8"
Android,KNT-UL10,Huawei,"Honor V8"
Android,KOB-L09,Huawei,"HUWEI MediaPad T3"
Android,KOB-W09,Huawei,"HUWEI MediaPad T3"
Android,"KODAK SMARTWAY L1 PRO",Kodak,"SMARTWAY L1 PRO"
Android,"KODAK SMARTWAY M2",Kodak,"SMARTWAY M2"
Android,"KODAK SMARTWAY T3",Kodak,"SMARTWAY T3"
Android,"KODAK Tablet 10",Archos,"Kodak Tab 10"
Android,"KODAK Tablet 7",Archos,"Kodak Tab 7"
Android,KodakTV,Kodak,TV
Android,KODAK_SMARTWAY_L1,Kodak,_SMARTWAY_L1
Android,KODAK_SMARTWAY_T2,Kodak,_SMARTWAY_T2
Android,KODAK_SMARTWAY_X2,Kodak,_SMARTWAY_X2
Android,"Kogan 4K Android TV",Kogan,"4K Android TV"
Android,"Kogan 4K PRO Android TV",Kogan,"4K PRO Android TV"
Android,"Kogan Agora 4G Lite",BenQ,"Kogan Agora 4G Lite"
Android,"Kogan Agora 6Plus",Kogan,"Agora 6 Plus"
Android,"Kogan Agora 8",Haier,"Kogan Agora 8"
Android,"Kogan Agora 9",Kogan,"Agora 9"
Android,"Kogan SmarterTV",Kogan,Australia
Android,"Kogan SmarterTV 2K",Kogan,Australia
Android,"Kogan TV",Kogan,Australia
Android,KoganTVAP,Kogan,Australia
Android,Kohana,Mobiwire,Kohana
Android,"KONKA 2K Android TV",KONKA,
Android,"KONKA 4K Android TV",KONKA,
Android,"KONKA Android TV 2K",KONKA,"Asia Pacific, Europe, MiddleEast，Africa"
Android,"KONKA Android TV 4K",KONKA,"Asia Pacific, Europe, MiddleEast，Africa"
Android,Konnect402,Danew,"Konnect 402"
Android,Konnect503,Danew,"Konnect 503"
Android,Konnect506,Danew,"Konnect 506"
Android,Konnect602,Danew,"Konnect 602"
Android,Konnect_350,Haier,Konnect_350
Android,Konnect_502,Danew,"Konnect 502"
Android,Konnect_504,Danew,"Konnect 504"
Android,Konnect_508,Danew,Konnect_508
Android,Konnect_509,Danew,Konnect_509
Android,Konnect_510_colors,Danew,"Konnect 510 colors"
Android,Konnect_560,Danew,"Konnect 560 Cinépix"
Android,Konnect_601,Danew,"konnect 601"
Android,Konnect_607,Danew,Konnect_607
Android,Konnect_608,Danew,Konnect_608
Android,KONROW_701X,Konrow,
Android,"KOODA 2K TV",Kooda,"2K TV"
Android,"Koral 7W4",Hyundai,HT0705W08/Koral_7W4
Android,Koral_10X2,Hyundai,Koral_10X2
Android,Koral_8W2,Hyundai,HT0802W16/Koral_8W2
Android,Kosumi,Mobiwire,Kosumi
Android,"Kova 2 Plus PCB-T732",PCBOX,PCB-T732
Android,Kova-PCB-T730,PCBOX,Kova-PCB-T730
Android,Kova_PCB-T730,PCBOX,Kova_PCB-T730
Android,kPad,Chosunbiz,
Android,KPAU04,"KISA phone",KPAU04
Android,"KPN Smart 300",ZTE,"Grand X Pro"
Android,"KPN Smart 400",ZTE,"KPN Smart 400"
Android,KR076,"TCT (Alcatel)",8057
Android,kr101,CJHelloVision,viewing
Android,KRIP_K4,KRIP,_K4
Android,KRIP_K55,KRIP,_K55
Android,"Kruger&Matz Drive 5",Kruger&Matz,"DRIVE 5"
Android,"Krüger&Matz _LIVE5_KM0450",Kruger&Matz,"LIVE 5"
Android,KrugerMatz_LIVE4,Lechpol,"LIVE 4 KM0439"
Android,KSA-AL00,Huawei,荣耀畅玩8
Android,KSA-LX2,Huawei,"HONOR 8S"
Android,KSA-LX3,Huawei,"HONOR 8S"
Android,KSA-LX9,Huawei,"HONOR 8S"
Android,KSA-TL00,Huawei,荣耀畅玩8
Android,KSP8000,Kyocera,Echo
Android,KSTB2019,SkyLife,KSTB2019
Android,KSTB2020,NCTC,KSTB2020
Android,KSTB5043,Pixela,KSTB5043
Android,KSTB6020,"United Group",KSTB6020
Android,KSTB6043,Aiwa,
Android,KSTB6044,"Croatian Telecom",KSTB6044
Android,KSTB6077,KaonMedia,KSTB6077
Android,KSTB6130,"Orange TV","Descodificador Orange TV"
Android,KS_T01,Brightside,KS_T01
Android,KT-755M,Xtratech,
Android,KT05,Kult,KT05
Android,KT1,Mecool,KT1
Android,KT5509,Dixon,KT5509
Android,KT9-70RA,INSYS,KT9-70RA
Android,KTAB,"DEA Factory",KTAB
Android,KTAB17,DigiLand,KTAB17
Android,KTAB_1003,Konrow,KTAB_1003
Android,KTB-168,KANSELIR,KTB-168
Android,KTLA133,Hoozo,KTLA133
Android,kukui,Google,"Mediatek MT8183 Tablet"
Android,"KUNO 4+",Archos,"KUNO 4+"
Android,KUNO4,Archos,Kuno
Android,Kurio10S,"KD Interactive",Kurio10S
Android,Kurio4S,"KD Interactive",Kurio4S
Android,Kurio7S,"KD Interactive",Kurio7S
Android,KurioPhone,"KD Interactive","Kurio Phone"
Android,KWANITA,Mobiwire,Kwanita
Android,KWSA80K,Kenwood,KWSA80K
Android,KYF40,Kyocera,"mamorino 5"
Android,KYG01,Kyocera,"TORQUE(R) 5G"
Android,"Kyivstar Spark",ZTE,Blade
Android,KYL21,Kyocera,"DIGNO S"
Android,KYL22,Kyocera,DIGNO
Android,KYL23,Kyocera,miraie
Android,"Kylin 5.0",Ipro,"Kylin 5.0"
Android,"Kylin 5.5",Ipro,"Kylin 5.5"
Android,"Kylin 5.5S",Ipro,"Kylin 5.5S"
Android,KYLIN40,Ipro,KYLIN40
Android,Kylin50i,Ipro,Kylin50i
Android,Kylin_5.0S,Ipro,Kylin_5.0S
Android,KYOCERA-C6742,Kyocera,"Hydro VIEW"
Android,KYOCERA-C6742A,Kyocera,"Hydro SHORE"
Android,KYOCERA-C6745,Kyocera,"Hydro AIR"
Android,KYOCERA-E6560,Kyocera,DuraForce
Android,KYOCERA-E6790,Kyocera,"DuraForce XD"
Android,KYOCERA-E6820,Kyocera,"DuraForce PRO"
Android,KYOCERA-E6920,Kyocera,"DuraForce Pro 2"
Android,KYT31,Kyocera,"Qua tab 01"
Android,KYT32,Kyocera,"Qua tab QZ8"
Android,KYT33,Kyocera,"Qua tab QZ10"
Android,KYT34,Kyocera,"DIGNO Tab"
Android,KYV31,Kyocera,"URBANO V01"
Android,KYV32,Kyocera,BASIO
Android,KYV33,Kyocera,"INFOBAR A03"
Android,KYV34,Kyocera,"URBANO V02"
Android,KYV35,Kyocera,"TORQUE G02"
Android,KYV36,Kyocera,"DIGNO L"
Android,KYV37,Kyocera,"Qua phone (KYV37)"
Android,KYV38,Kyocera,"URBANO V03"
Android,KYV39,Kyocera,"miraie f"
Android,KYV40,Kyocera,rafre
Android,KYV40U,Kyocera,"DIGNO W"
Android,KYV41,Kyocera,"TORQUE G03"
Android,KYV42,Kyocera,"Qua phone"
Android,KYV42_u,Kyocera,"DIGNO V"
Android,KYV43,Kyocera,"BASIO 3"
Android,KYV44,Kyocera,"Qua phone QZ"
Android,KYV44_u,Kyocera,"Qua phone QZ"
Android,KYV44_u2,Kyocera,おてがるスマホ01
Android,KYV45,Kyocera,"URBANO V04"
Android,KYV46,Kyocera,"TORQUE G04"
Android,KYV47,Kyocera,BASIO4
Android,KYV47-j,Kyocera,BASIO4
Android,KYV47-u,Kyocera,BASIO4
Android,KYV48,Kyocera,GRATINA
Android,KYY21,Kyocera,"URBANO L01"
Android,KYY22,Kyocera,"URBANO L02"
Android,KYY23,Kyocera,"URBANO L03"
Android,KYY24,Kyocera,"TORQUE G01"
Android,"KZG Scope","KZG (Ke Zhi Guang)","KZG Scope"
Android,L-01D,LGE,"Optimus LTE"
Android,L-01E,LGE,"LG Optimus G"
Android,L-01F,LGE,L-01F
Android,L-01J,LGE,"V20 PRO"
Android,L-01K,LGE,V30+
Android,L-01L,LGE,"LG style2"
Android,L-02D,LGE,"PRADA 3.0"
Android,L-02E,LGE,"Optimus LIFE"
Android,L-02K,LGE,JOJO
Android,L-03K,LGE,L-03K
Android,L-04C,LGE,"Optimus chat"
Android,L-04E,LGE,"Optimus G Pro"
Android,L-05D,LGE,"LG optimus it L-05D"
Android,L-05E,LGE,"LG optimus it L-05E"
Android,L-06C,LGE,"Optimus Pad"
Android,L-06D,LGE,"Optimus Vu:"
Android,L-06DJOJO,LGE,"Optimus Vu"
Android,L-07C,LGE,Marquee
Android,L-41A,LGE,"LG style3"
Android,L-51A,LGE,"LG V60 ThinQ 5G"
Android,L-52A,LGE,"LG VELVET"
Android,L-EGANTONE,Logicom,"L-EGANT ONE"
Android,L-EGANTONE-R,Logicom,"L-EGANT  ONE-R"
Android,"L-EMENT 400",Logicom,L-EMENT400
Android,"L-EMENT 505",Logicom,"L-EMENT 505"
Android,"L-EMENT 553",Logicom,"L-EMENT 553"
Android,"L-EMENT 740",Logicom,"LEMENT TAB 740"
Android,"L-EMENT 741",Logicom,"L-EMENT TAB 741"
Android,"L-EMENT 742",Logicom,"L-EMENT TAB 742"
Android,L-EMENT350,Logicom,L-EMENT350
Android,L-EMENT351,Logicom,L351
Android,L-EMENT401,Logicom,"L-EMENT 401"
Android,L-EMENT500L,Logicom,L-EMENT500
Android,L-EMENT501,Logicom,L-EMENT501
Android,L-EMENT503,Logicom,L-EMENT503
Android,L-EMENT550,Logicom,L-EMENT550
Android,L-EMENT551,Logicom,L-EMENT551
Android,L-EMENT743,Logicom,L743
Android,L-ementTab744P,Logicom,"L-EMENT TAB 744P"
Android,L-EMENT_1043_BTK,Logicom,"L-EMENT TAB 1043 BTK"
Android,L-EMENT_403,Logicom,"L-EMENT 403"
Android,L-EMENT_TAB1040,Logicom,"L-EMENT TAB 1040"
Android,L-EMENT_TAB1040_BT,Logicom,L-EMENT_TAB1040_BT
Android,L-EMENT_TAB1042,Logicom,LEMENTTAB1042
Android,L-EMENT_TAB1042BTK,Logicom,L-EMENTTAB1042
Android,L-EMENT_TAB1043,Logicom,L-EMENT_TAB1043
Android,L-EMENT_TAB1043M,Logicom,"L-EMENT TAB 1043M"
Android,L-ement_Tab_744,Logicom,"L-EMENT TAB 744"
Android,"L-ITE 400M",Logicom,"L-ITE 400M"
Android,"L-ITE 402",Logicom,L-ITE402
Android,"L-ITE 452",Logicom,L-ITE452
Android,"L-ITE 502",Logicom,L-ITE502
Android,"L-ITE 502 PLUS",Logicom,"L-ITE 502 PLUS"
Android,"L-ITE 504 HD",Logicom,"L-ITE 504 HD"
Android,"L-ITE 506 HD",Logicom,"L-ITE 506 HD"
Android,"L-ITE 506R HD",Logicom,"L-ITE 506R HD"
Android,"L-ITE 552",Logicom,L-ITE552
Android,"L-ITE 552 HD",Logicom,"L-ITE 552 HD"
Android,"L-ITE Tab 870 LTE",Logicom,"L-ITE Tab 870 LTE"
Android,L-ite_Tab1060,Logicom,L-ite_Tab1060
Android,"L-IXIR TAB 701 3G",Logicom,"L-IXIR TAB 701 3G"
Android,L-IXIR_TAB_1046_HD,Logicom,"L-IXIR TAB 1046HD"
Android,L-IXIR_TAB_840,Logicom,"L-IXIR TAB 840"
Android,L10,Camelus,L10
Android,L100,"SPC Mobile",L100
Android,L10041,Lenovo,A8
Android,L108MR,LOOQS,L108MR
Android,L10A,Zebra,"Technologies L10"
Android,L10AW,Zebra,"Technologies L10"
Android,L10_EEA,Pritom,L10_EEA
Android,L10_PRO,Pritom,L10_PRO
Android,L10_PRO_EEA,Pritom,L10_PRO_EEA
Android,L110,DEXP,L110
Android,L170,DEXP,L170
Android,L18,LNMBBS,L18
Android,L18-EEA,LNMBBS,L18-EEA
Android,L180,DEXP,L180
Android,L18011,Lenovo,A5
Android,L1f-pluss,Brandcode,L1f-pluss
Android,L1Fa,Brandcode,L1Fa
Android,L20,Casper,L20
Android,L200,Mswipe,WiseposGo
Android,L201-EEA,LNMBBS,L201-EEA
Android,L21,iRulu,L21
Android,L210,DEXP,L210
Android,L270,DEXP,L270
Android,L310i,DEXP,L310i
Android,l3453,Toshiba,L5450C
Android,L35,Inhon,L35
Android,L35h,Sony,"Xperia ZL"
Android,L36,Inhon,L36
Android,L36h,Sony,"Xperia Z"
Android,L370i,DEXP,L370i
Android,L39h,Sony,"Xperia Z1"
Android,L39t,Sony,"Xperia Z1"
Android,L39u,Sony,"Xperia Z1"
Android,L4,Seatel,L4
Android,l4300,Toshiba,L4300
Android,L452,"Moviltelco Trade","mtt L452"
Android,L465,Hyundai,L465
Android,L470,DEXP,L470
Android,L5,K-Touch,L5
Android,L50,ANS,L50
Android,L500U,Hyundai,L500U
Android,L501,Hyundai,L501
Android,L502,Hyundai,L502
Android,L503F,Hyundai,L503F
Android,"L503F Plus",Hyundai,"L503F Plus"
Android,L506,"Moviltelco Trade",L506
Android,L51,ANS,L51
Android,"L51 Pro","SPC Mobile","L51 PRO"
Android,L52,Haier,L52
Android,"L52 Pro","SPC Mobile","L52 PRO"
Android,L52F,"SPC Mobile",L52F
Android,L52X,"SPC Mobile",L52X
Android,L53,"SPC Mobile",L53
Android,L530,Lanix,L530
Android,L54,"SPC Mobile",L54
Android,L540,Lanix,L540
Android,l5400,Toshiba,L5450
Android,l5450,Toshiba,L5450
Android,L55,Inhon,L55
Android,L553,Hyundai,L553
Android,l5550,Toshiba,L5550/L5551/L5552
Android,L55A,"Logic Mobility",L55A
Android,L55B,"Logic Mobility",L55B
Android,L55SCLARO,"Logic Mobility",L55SCLARO
Android,L56,"SPC Mobile",L56
Android,L570,"Moviltelco Trade",L570
Android,L570a,"Moviltelco Trade",L570a
Android,L575,Hyundai,L575
Android,L590A,FOXXD,MIRO
Android,L5F_pro,Brandcode,L5F_pro
Android,L5G,"Logic Mobility",L5G
Android,L60,LNMBBS,L60
Android,"L60 Pro","SPC Mobile","L60 Pro"
Android,"L60 Turbo","SPC Mobile","L60 Turbo"
Android,L601F,Hyundai,L601F
Android,L604,Hyundai,L604
Android,L622,Hyundai,L622
Android,L63,Zopo,L63
Android,L681,Hisense,L681
Android,L697,Hisense,L697
Android,L7,Camelus,L7
Android,"L701 TV","Positivo BGH",Ypy
Android,L70_Lite,"SPC Mobile",L70_Lite
Android,L70_PRO,"SPC Mobile",L70_PRO
Android,L8,Pritom,L8
Android,L80,"SPC Mobile",L80
Android,L80_S,"SPC Mobile",L80_S
Android,L8301,ZTE,C310
Android,L863-10,Elink,L863-10
Android,L8_EEA,Pritom,L8_EEA
Android,L9,Polaroid,L9
Android,L925,Hercls,L925
Android,l9450,Toshiba,L9450
Android,L9502,Lumitel,L9502
Android,L9503,Lumitel,L9503
Android,"La Tab 105",Logicom,"La Tab 105"
Android,"La Tab 106",Logicom,"La Tab 106"
Android,"La Tab 107",Logicom,"La Tab 107 HD"
Android,"La Tab 109 HD",Logicom,"La Tab 109 HD"
Android,"La Tab 292",Logicom,La_Tab_292
Android,"La Tab 72",Logicom,"La Tab 72"
Android,"La Tab Full HD",Logicom,"La Tab Full HD"
Android,"La Tab Stand",Logicom,La_Tab_Stand
Android,LA703R,Contixo,LA703R
Android,LAIKA,"SPC Universe",LAIKA
Android,"LAIQ Glam",Laiq,GLAM
Android,"Lamborghini tablet",Lamborghini,SDIS1
Android,"LAMCY L400","IVA Mobile","LAMCY L400"
Android,"Lamia L01",Kzen,Lamia_L01
Android,LAMZIEN_P2,LAMZIEN,_P2
Android,"Land Rover Explore","Land Rover",Explore
Android,"Land Rover Explore R","Land Rover","Explore R"
Android,"Lanix Ilium L420",Lanix,"Ilium L420"
Android,LANIX_PAD_E7,Lanix,_PAD_E7
Android,LAP250U,LGU+,"U+ tv woofer"
Android,LAP255U,LGU+,"U+ tv woofer 1.5"
Android,LaserTAB10,BLOW,LaserTAB10
Android,laurus,Xiaomi,"MI CC 9e"
Android,"Lava A51",Oppo,A51
Android,"Lava A89",Lava,A89
Android,"LAVA AF9030",Lava,"benco Y30"
Android,"Lava Be_U",Lava,BE_U
Android,"LAVA LE9810",Lava,LE9810
Android,"LAVA LE9820",Lava,LE9820
Android,"LAVA LE9930",Lava,ir59
Android,"LAVA LE9940",Lava,"V7 Prime"
Android,"LAVA LE9940_W",Lava,"V7s Prime"
Android,"LAVA LF9810_2GB",Lava,LF9810_2GB
Android,"LAVA LH9930",Lava,"iris 54"
Android,"LAVA LH9931",Lava,"iris 54"
Android,"LAVA LH9950",Lava,"iris 46"
Android,"LAVA LMG01",Lava,Z2
Android,"LAVA LMG02",Lava,LMG02
Android,"LAVA LMX02",Lava,LMX02
Android,"LAVA LMX04",Lava,Z3
Android,"LAVA LMX06",Lava,Z4/Z6
Android,"LAVA LN9810",Lava,LN9810
Android,"LAVA LZG01",Lava,LZG01
Android,"LAVA V5",Lava,V5
Android,"Lava Z61P",Lava,Z61P
Android,"Lava Z66",Lava,Z66
Android,"Lava Z93P",Lava,Z93P
Android,LAVAA1,Lava,A1
Android,LavaX10,Lava,X10
Android,LAVA_A3,Lava,A3
Android,LAVA_A44,Lava,A44
Android,LAVA_R1,Lava,R1
Android,"LAVIE T11 112K1",Lenovo,"LAVIE T11 112K1"
Android,"LAVIE T11 11QHD1",Lenovo,"LAVIE T11 11QHD1"
Android,"LAVIE Tab E 10FHD1",NEC,"LAVIE Tab E 10FHD1"
Android,"LAVIE Tab E 10FHD2",Lenovo,"LAVIE Tab E 10FHD2"
Android,"LAVIE Tab E 7SD1",Lenovo,"LAVIE Tab E 7SD1"
Android,"LAVIE Tab E 8FHD1",NEC,"LAVIE Tab E 8FHD1"
Android,"LAVIE Tab E 8HD1",NEC,"LAVIE Tab E 8HD1"
Android,"LaVieTab PC-TE508S1",NEC,"LaVieTab PC-TE508S1W/LaVieTab PC-TE508S1L"
Android,"LaVieTab PC-TE510N1B",NEC,PC-TE510N1B
Android,"LaVieTab PC-TE510S1",NEC,"LaVieTab PC-TE510S1L"
Android,"LaVieTab PC-TS507N1S",NEC,"PC- TS507N1S"
Android,La_Tab_105_P,Logicom,La_Tab_105_P
Android,La_Tab_105_P_Rev2,Logicom,La_Tab_105_P_Rev2_EEA
Android,La_Tab_113,Logicom,"La Tab 113"
Android,La_Tab_114,Logicom,La_Tab_114
Android,La_Tab_115,Logicom,La_Tab_115
Android,La_Tab_123HD,Logicom,"La Tab 123HD"
Android,La_Tab_124_HD,Logicom,"La tab 124"
Android,La_Tab_124_HD_Plus,Logicom,La_Tab_124_HD_Plus_EEA
Android,La_Tab_126,Logicom,La_Tab_126
Android,La_Tab_73,Logicom,"La Tab 73"
Android,La_Tab_74,Logicom,La_Tab_74
Android,La_Tab_90,Logicom,"La Tab 90"
Android,La_Tab_Link_71_P,Logicom,La_Tab_Link_71_P
Android,LBOX500,Lexibook,Playdroid
Android,LbQ-F8v2,"LBQ (UK)",LbQ_F8v2
Android,LC-42LE860H,Sharp,LC-42LE860H
Android,LC-42LE860M,Sharp,LC-42LE860M
Android,LC-50LE860H,Sharp,LC-50LE860H
Android,LC-50LE860M,Sharp,LC-50LE860M
Android,LC-50UE1H,Sharp,LC-50UE1H
Android,LC-50UE1M,Sharp,LC-50UE1M
Android,LC-55LE860H,Sharp,LC-55LE860H
Android,LC-55LE860M,Sharp,LC-55LE860M
Android,LC-58UE1H,Sharp,LC-58UE1H
Android,LC-58UE1M,Sharp,LC-58UE1M
Android,LC-A11A,Sharp,LC-A11A
Android,LC-A1H,Sharp,LC-A1H
Android,LC-LE580T,Sharp,LC-LE580T
Android,LC-LE580X,Sharp,LC-LE580X
Android,LC-LX565H,Sharp,LC-LX565H
Android,LC-S3H-01,Sharp,LC-S3H-01
Android,LC-TS08A,Aikun,"EDSTAR LC-TS08A"
Android,LC-TS08S,Aikun,"EDSTAR LC-TS08S"
Android,LC-U35T,Sharp,LC-U35T
Android,LC-UE630X,Sharp,LC-xxUE630X
Android,LC-Ux30US,Sharp,LC-**UH30U
Android,LC-XU35T,Sharp,LC-XU35T
Android,LC-XU930X_830X,Sharp,LC-XU930X_830X
Android,LC-xxBEL6T,Sharp,LC-SU666T/LC-SU766T
Android,LC-xxBEL8H-B,Sharp,"LC-xxUA50H,LC-xxUF50H,LC-xxUD50H"
Android,LC-xxBEL8H-C,Sharp,LC-xxUD50H
Android,LC-xxBEL9H,Sharp,LC-xxUX50H
Android,LC-xxCAE5H,Sharp,LC-S4H/LC-S45H/LC-S50H
Android,LC-xxDEM6H,Sharp,"4T-C60AM1H,4T-C70AM1H"
Android,LC-xxEOS5H,Sharp,"4T-C60AL1H,4T-C70AL1H"
Android,LC-xxLE570X,Sharp,LC-50LE570X
Android,LCD-45FOC518H1A,Sharp,LCD-45X518H1A
Android,LCD-60FOC518H1A,Sharp,LCD-60X518H1A
Android,LCD-LX460A,Sharp,LCD-LX460A
Android,LCD-LX560A,Sharp,LCD-LX560A
Android,LCD-LX565A,Sharp,LCD-LX565A
Android,LCD-LX565A-B,Sharp,LCD-LX565A
Android,LCD-S3A-01,Sharp,LCD-S3A
Android,LCD-UF30A,Sharp,LCD-UF30A
Android,LCD-V3A,Sharp,LCD-V3A
Android,LCD-xxBEL6A,Sharp,LCD-xxBEL6A
Android,LCD-xxBEL7A-C,Sharp,lcd_xxbel7a_c
Android,LCD-xxBEL7A-D,Sharp,LCD-xxMY8009A
Android,LCD-xxBEL8A,Sharp,LCD-xxBEL8A
Android,LCD-xxBEL8A-B,Sharp,LCD-SU870A
Android,LCD-xxCAE5A,Sharp,LCD-SU560A
Android,LCD-xxCAE5A-C,Sharp,LCD-SU460A/LCD-SU465A
Android,LCD-xxCAE5A-D,Sharp,LCD-TX5000A
Android,LCD-xxCAE5A-E,Sharp,"XLED-xxSU580A, XLED-xxZQ580A, XLED-xxMY5200A, XLED-xxTX5200A"
Android,LCD-xxDEM6A,Sharp,LCD-xxSU670A/xxMY6100A/xxSU675A/xxSU775A/xxSU875A
Android,LCD-xxDEM6A-B,Sharp,XLED-xxSU680A;XLED-xxMY6200A;XLED-xxTX6200A;XLED-xxZ6808A
Android,LCD-xxDEM7A,Sharp,LCD-xxSU775A;LCD-xxMY7100A
Android,LCD-xxDEM8A,Sharp,LCD-xxSU875A;LCD-xxSU675A;LCD-xxMY8100A
Android,LCD-xxDEM9A,Sharp,"LCD-xxSX970A,LCD-xxMY9100A"
Android,LCD-xxDEMXA,Sharp,"LCD-xxX818A,LCD-xxMY818A"
Android,LCD-xxEOS5A,Sharp,"LCD-xxSU585A,LCD-xxSU680A"
Android,LCD-xxGAE7A,Sharp,"4T-C60ANAA,4T-C70ANAA,4T-C60ASAA,4T-C70ASAA"
Android,LCD-xxGAE9A,Sharp,8T-CxxAXAA
